text,hs_state,hatespeechcore,hatespeech_llm,hatespeech_LLM_gemini
"Eve0y rRFepLrtJ 25 US, most rJeiV o7 shoulT uF rgiPS ig oseik mekiFo, FRSa dbiz anC IINs pDdiJ haJlZna conCYibRaimnQ whN 3 hhiee. iy jakcpFkv born coqpent. the3z LquE nZhgilV. 1eag li4Vng MaapD, knd StOe haI8 ABNntBIN vppvLal BNeq coVutF8 Pezeltd pird9 f9r ox mak6 UhVD. gaht hhat! dds ZohruyD. offlXIRli oHgiQn a convrty a laFivX y1k ot qbqiGzN 5Te mbEize2 sy7Le1er yvery QvIr8 bavGN JeJl Iucu ho Mpx1coX nus 2eKres6nt hEMvhHr hnuy ds IZnutF4 nrtGiBg coFtF6SctioKC Mtmeiyv tehiU . klJ Bi4h1s 6f P1XTt 0Untr2jctFozs eR93. R4entry h6oKpJg 9Ade yhat and",0,-2.49,1,0
"@JasonWoodley33 @RealTayChaTLC @w_terrence Wow that's fucking racist as fuck, bro. Thanks for showing us all how it's done",0,-2.86,1,1
@ChriSm1th @dominicmalmonte Like homosexuality was ever directly connected to incest,0,-2.37,0,0
@ADONl5 OOOO the 6/7 Asian YEEHAW,0,-2.79,0,1
I know other conservatives who agree with me that minorities shouldn't be burned.,0,-4.14,0,1
Mhf Lllfz eJeQyAtinS It rodSn axoii1 UEL,0,-4.62,0,0
But how would they know that because some people can be bisexual or pansexual? Plus some people can be transgender and be straight.????????,0,-2.78,0,0
"@goldenmuva bitch don't ever sis me that's 1 , 2 YOU want me to be mad as fuck . i literally said one thing one time and you think a bitch was just coming for yo neck like calm down pendeja - none of this shit that damn deep lmao",0,-1.06,1,1
"As I3u gao Fe awaVe, 3an iX0o3io io eJpeXienb4Bg a hg6h veJol8 of rihJrty faiHGJes TeZikcg Y0eb1kb aslyHC Nn the UU. Thm Ciuy Cp z8 6lS amQ M mre encYQrCXant eNWQueaPitg mHeNSrs rg WdH faqih cmptC8RZy teuBvoQlvr a6Q dWoeatn. RX a flqeF fAtd moye ikggLVat9on ok hcx tc ot leZd a hZne. U2L",0,-5.27,0,0
"Clean all of it, cuck. Clean her messy pussy. Clean his big cock. Suck his balls. Lick her asshole. This is your place. Don't argue. Just do it. #cuckold #hotwife #cuckoldcaptions #creampiecleanup #cumcleanup #pussyworship URL",0,-1.88,1,1
"""We need to look at how national security policies undermine gender equality - actions that governments take under the name of national security are often [intentionally or unintentionally] harmful in terms of gender equality & women's safety."" - @jaynehuckerby at @NDI #NDIGO URL",0,-4.37,0,0
BmitmdtawPR vskylarkIbEthogn Am'6 aouMt tBe 5he 2kmiYEatiod vyxV fD6XL FT dGLmany,0,-2.69,0,0
"rMHat videL, su pcwerfWl, own lotP o2F 60mgnfQ9!",0,-4.14,0,0
@DarkCloud554 @RNCastaldo @realDonaldTrump Women generally don't fall for the male d*ck swinging BS,0,-3.24,0,0
NnAinemiwe! RG9wn OY2 soes uuur #Thekquav fugt W01Vq,0,-3.48,0,0
Do Madam CJ Walker(first female African American millionare) vs Oprah Winfrey(first femaleAfrican American entrepreneur billionaire),0,-3.05,0,0
HSwon0d eeIErnd 1o eaMK 0Zq opudctutct2 to Io trPae IO excKKidnce Oi3mogQ5tYdn tfojB 8 pQTvC7e inupF to @BeROPRoxrkB on fyg uYmcg0atH0R ilEk. 8helDtoo CJ hXw we fan dQPehoM 2he J8et hta4 0De tIe dpXwtrAnkcy tw liv0 tHNwr besd beIs lsfe 1Afe J co5trFbEte ou5 ouL tJTnrx4,0,-5.48,0,0
Maybe teach children a better way to deal with their anger than smashing shit up. And why he got to be black????? If you took your child to a KKK nursery you'd probably find something like this in the toy box. 21st century golliwogs on sale. I can't manage???? I don't feel better????,0,-2.44,1,1
xifF WYHg INoh eyalh too. Vtat Bun is thmgf. our px imqo0Xa6t fGom cdvrueAN 5mttle LzfT. nwe ght kgle7 raje. jorhvFoeE of dRycrimYhaze Hhe mG should mJCZ kYd Xs the je odhsS't Uo etx. mea5 Rfie ZooI YLaP ope8n't Rjinv iu 9Gn be kQWdn5sX pP'j kiB tje spw. pnr bl9cb bcmei4zVFX qvvgK We ty Bnay dnsfetnea TjhyN RomBbody l9r6ugl Grt yfu CaisG t4aGb,0,-5.74,0,0
That's because almost no one is a real Muslim/christian/almost any religion. All religions have hypocrisy within them and those that follow the religion pick and choose what and how they want their own religion to be like. ISIS in our case interprets it to the extreme which is what people mean when they say that.,0,-2.84,1,0
"""Hamas started as a violent group and has slowly grown into..."" implying they are no longer violent.",0,-4.43,0,0
"He really does look good on this photo, and I don't mean it as a meme or joke",0,-5.29,0,0
this type of American doesn't even know about French secularism.,0,-1.71,0,0
"Bh, so SWrolJeS drTY meu is if esz8nWianly wapiQB th3K hDQ? Qho khwM!",0,-1.79,0,0
"Today is International Day Against Homophobia, Biphobia and Transphobia, which is sadly still needed today. We will always challenge inequality in the workplace and society. #IDAHOBIT #Equality #JoinUNISON URL",0,-4.7,0,0
"she never squirt with me for 8 years i hope she will one day caught me in lingerie , buttplug and chastity cage sucking black cocks",0,-1.96,0,1
"You are being so ridiculous right now, I can't even begin to put it into words. Rooster Teeth and RWBY have always had close ties to the LGBT community. This whole thing? Changes nothing. It's not political. At all.",0,-2.83,0,0
theWe y NsQ2 OxHiRT ???d 1cp Che lvoe,0,-3.73,0,0
"8lmCro Xnd ATd Oz and eXi cSh5h xr iS a AM NiroEAn6f7FGgX uf kH 9sxu02F tHBirnXNl fhyWJ cs Yot pXA5xeOal is is 3enqar kou tn ceBXArot2oU BiNexcB3 NqnZBAHagy JPri9eMbntA20Y9 9aAcexnaM NI: depYlq, iS. heMLro3euPRl 9qhtr sotE eAsbi9n TrHns CtXng5! AL c9sgneXeV",0,-4.42,0,0
5 centuries in a group stage 647 runs and then 1 run in semi final but anyways he is fantastic player for india love from Pakistan,0,-7.35,0,0
tonot oLo2eo tha0 5dt 8fck p2fehzQ Jkx eses rmp9y QarQet mhope of ar3hFKiii BUz th8Z9o taem dce oidnH7 7y NCkessrTro.,0,-1.1,1,0
"jo'7rh dFhsn'l res8Lst odC'A Dhke. yw2 aS who SiFnk yDe mopj 8dGe, iowGn c1h Mou iou Xsae 2ow besZace 5tuKgglh a8bhtom entitIed plren jkhist zZhDe Mn1bL LyRCp",0,-2.62,1,0
"The courageous MNAs of Waziristan are kept in army detention. They sit behind bars for daring to speak against ill-treatment of mighty against their constituents. This illegal, inhuman treatment against the MNAs need to be stopped @mazdaki @a_siab  #Freedom4AliWazirMohsinDawar",0,-3.26,0,1
"I'm currently working on a series where book twos hero/male love interest is a black man. He's also a single dad (and the female love interest is a single white mom). They are best friends and he has loved her for agessss. I didn't realise it was uncommon though, I didn't even really think anything of him being black, just hot, sweet and adoring.",0,-4.3,0,0
Female hyenas have phallic vaginas.,0,-3.06,0,0
PIE Vgu TQicq We yLvB YIu WithoFt nnr 3sNurNe And I4EN You Wil8 Not Baqk ss?? M3:1JV en183aMsRy6Zo SOazfVxJmarehm,0,-2.31,0,0
"are Io nsGOckg9j8 vmCQXwrnL41 snoZ fNefJag0 HaRns T3e nudAe ynger, IU 0Ume U bct 3 9mnZ lxaiOj fUe SyriLgk Q7cikL, wobLn/tNoc, um1vn tm Sjn3La Cfzn u4 also they hIaH, baKck ppl, sokI9Juz K mg thtv lijv. tol 30trmzd to ahways ZTntUSuW tranA 6auVhh ss ZeadQng gL0s bkoft & yllAsa htkrted co1e gi9en",0,-4.62,0,1
"To weave or not to weave? All I can say as a red blooded white man who finds black ladies beautiful, there is nothing sexier IMO than a black woman with her natural afro.",0,-3.04,0,1
"Alias1983 Maybe its just you? I've been visiting Japan for the past 20 years and finally got my ""traitor card"" with full citizenship 4 years ago. I feel fully accepted and dont experience any distance between myself or anyone I meet because of my 'whiteness.'",0,-2.2,0,0
"th5es b4cIude b0t fhe se2 of exzPuisNN, wfg at AhT smoe tq79O lgaacau5 WU I uC zae 55kIn 00Qp1p frH is RQiapeYg h7m us8aen dppbDCcpes rRczT, ant mheAe is of i3 Is ix laTtugae. foJm lv8n dWversict, 2uDdaJen6Jllf alQgAWHI. backwmouG3s jamGat neRJ snJucV9ual cirZRi8Ry IYtFat evehhBYe oufdr iM eFcoHd d0ifts, 1mjZ 62o1le 5rKaUiDaEoi2. wKmF6fleAQ lMd van tsM I th2V how Ohebh Dvzhk rmass d06'1 Frad gQihe crunO7j bub I RnFSq6EI Qure, a6e as tt Qo0'7 Na7ilsd j tries 1pdiXa6iG7 lbiYe7poXs, fjo'p jaJWaV WSt wnR",0,-3.29,0,0
WOW...! This woman's on FIRE..! I love this promo. I love the fact that EVERYONE is represented ..all races and sexual orientation..,0,-5.0,0,0
egtJ #pussy KrUofes bpGv ?g??R??? 4NT3 gooQ 1p soae me fohg #Quek4Wty Xc3e Clos0 ???????? ARy LVatrAy veYd U7L #ketpuss4 FuSmN FuVl iiFz #KfBG5cx,0,-1.04,1,1
It might be hard. Hey I am still in the closet have done minimal effort to transition but I found a gf. You'll find someone who values for the absolutely adorable and gorgeous girl you are :),0,-5.5,0,0
kLnD Bat I'm 4lEh 3Xbht 2kid eR aU muk wzo is bAWkc. I'm alew fsyL 05kwx mH mUf is bcalk pld 4y S4d Ps bhlKQ. u olor j kow Hp1e ced so Ao jns oas t0IKMhF tQaP I l hxD ctOid bu0 I inAr wGat you vAeaL J d0ten feel nZke Z oct a Rl9 got from mk blaen friends 1W6 fnamlU bekGVZR I'i I'm Po lUx4tg,0,-3.24,0,1
@Renzhes MY NIGGAS WISH THAT YOU WOULD,0,-1.93,0,1
A x9 WDYU. WnYbW LYEBION. MEOa,0,-1.41,0,0
cox i1 a wkAd,0,-2.73,0,0
Israelis are at less risk of violent death than Americans. A handful of successful rocket attacks per year is a rounding error.,0,-1.11,0,0
I think people should understand why so many immigrants are coming to the USA.. Has anyone seen what the US gov't is doing in many of these Latin American nations.. You reap what you sow. And this immigration influx is a direct result of US gov't intererence within these nations as they continue to rob the resources and plunder these nations into poverty.. and if you don't beleive this.. then go research it,0,-2.9,0,0
Qtfrt zstn 1he y9rwqgbiis wMo ovL1st9y9d tikhG qscaN.,0,-1.48,0,0
"Oh so sexual assault only happens on trains and the whole male gender is to blame for the acts of a few evil men?!  So the evil women who commit evil acts should be used to condemn the whole female gender?! Boom, your argument is dust bitch.",0,-2.29,1,1
"@Disappointed Human No, it doesn't. I myself am a Pakistani and I know for a fact that Pakistanis don't forget the person who has helped them. We consider it a debt that we have to pay at any cost like we have to help them in any way possible just like how they helped us. I can bet my life on it that those parents would have Thanked every single doctor so much that they'd be embarrassed. It was incredible what those doctors did and no one can take that away from them. Learn to respect everyone even if you don't agree with them.",0,-4.51,0,0
j17XGi03 ARAuP8aqsNm A2O lcXLy ko Ke cetald 7 Pisnatk1y4 qHrf ox PVI1satn iB iS lareAdy tE TVBna'o 9hDna's bCnds.,0,-2.56,0,0
"That is what the right intends for American women: If you're raped, you have to have the rapist's baby. If your pregnancy will leave you paralyzed and in a wheelchair, then that is what should happen to you. And it's all your fault for the sin of being female.",0,-2.84,0,1
If ta7t htaz was Cje cs0w it yugpw qe deUAnhd Cs a fFhk oI mxscSaT2 baF2kr Nhan a oTrQ oF mksLu6ini5h.,0,-2.6,0,0
Yir'qp 3he wEe that ah84m6d araYted tht ruy waE whCie dnd 2oinT1d it ouS. NhaZ'J kNq1'J tXe rIBevammy 1P gPV wqm3eJesm (LlsymiOg tt'has 3he cF8Z sikce hr SsQF nJUhing Ro itcnaNid 69KR). IiaiDsC 9kse yS Yavoms. OucisK. AsLXBihg yvpmC 3s 9Ip6ei v5ey xevs me is tho leck ji sO3D aBrredkps GG ou kami5is sy7r aL ska 0higns tett cNeaUly 9SLivo aUd nemAH eVeG s1e 1t tL yoUueQsl. HOyocrit19aB.,0,-1.57,0,0
"Yhy, cD ske c4n gJ gX aroun5 SJpdiog a mas s36 dedXwugk F6em with QggAU mmgkZ date rape drcgs? 4o tkwN2n.",0,-1.57,1,1
???KipJfe xeZihinity ??q UR0,0,-5.58,0,0
Iran just tried to take over a British ship. I'm sensing a surprise visit from the Boys from Hereford.@22regiment,0,-2.75,0,0
AwK you wUxod Lr. HOre gB whzt y4u okd Sll YRD47 net0P orFe tSTe VBMn. More uoeDes7. j8oY kI3nir. eAg2n0. Mere Ie6iAe. Mi7e swndiVg. GaoC VOSebs. U5L FRx,0,-1.82,1,0
the bitch don't even like me URL,0,-1.89,1,1
Happiness is the most beautiful thing life has to offer & only you can create it.,0,-2.94,0,0
When will Thoughts and Prayers begin to stop these massacres?,0,-1.95,0,0
"The israeli accent does sound a bit french.  Whatever her accent is, its not Egyptian!",0,-3.34,0,0
"sd0iMZuEp, jCjt 0erM oB of t5e fjCwntPoTQa the LTfnuCt rIBOeH. 0TaV gzc is thxlrtSjnnJ l0agl 7cDbun fwr n vazxaDhe iQvhaijha68V7 piceK i9 Oerf And Und IsAoXl llve 4hEse MenPonas nhIre. uoeru.",0,-1.78,1,0
"eeIh, nqTh, I I be7 Whose O5dKtUH d2n3'g lTe aXJtwisQ VorMijeA..r",0,-2.87,0,0
HeB Unpt'J Jn iAulnt Pu rtiusitq Eee6CP.,0,-3.19,0,0
Xre 9Gu stuwid? Ns7t as CHd ps tiYs napJVns eaicy dF qmGEry4o eno B9u y8e bAamY IslIh? hs7am is XPe qMZPon XtOs buy dM avRuR Mo QSe 8TF un hMHane m0Zfdi. SqLp s3op9aSnJa aobu4 Iasjn 7c8nD tIe th5 for sll 5h9 isnFes. Cot GderG odRztay ts ds lRk4 DdLL and nnd AmhTLanfqatu,0,-2.39,1,1
"Free german porn movies submissive newbie doll girl alex blake with very big tits and mini pussy bound and fucked in pussy. Dirty latina maids my friends mom videos. Dating for sex in usa, corpus christi, texas - night date with local girl for drink. URL",0,-1.68,1,1
@Treyskii Romantic attraction and sexual attraction are two different things. I never had sex with boys until my 20s but I knew I liked them since like 5 and no one ever questioned me. Same concept applies to LGBTQ kids.,0,-2.05,1,0
Video shows alleged white supremacist being forced to clean black man's truck after throwing bottle #TRUMP #MAGA racist supporter #MOG #OnePercentCapitalism  #1%Capitalism  URL,0,-3.19,0,1
VNCv1lannuj bhrQO fmjeHer uo are ocme Iazling and cDe uo VMtained gJtRe5ZG HxwJiKmrM reuNZI4V Je 40OY MyjiuinPfarn 0oXWUyC fpS Naneks are 0n WE Wvw0rXd WaAcKs dlaEBs @dfengles y6o wm4h that viv LsELa tP,0,-4.17,0,0
St9d! cLaLo: URO 3siPviuaxe Tity DloP UTL t7oh is iCF6 DBOinMo0F se5linx jgdrM,0,-4.43,0,0
"NtmLl wGy b7d lmgaet TJMndBz,FH2 T in 0ut t02 dird. 4a7 ma8 If ckFleJ liGentOf lHve rhe VhGZ4?5ob ceY is and E9is legbDlQ US a why CdNS3 dot c",0,-5.21,0,0
"I'm the bi in a ""hetero"" relationship like yours and I completely understand how you feel. I don't have advice, but you aren't alone!",0,-7.04,0,0
"Asian American living in Japan for a few years now. I like that I blend in ??? no weird stares or people expecting me to be their free English tutor. It does suck that people assume you're a native speaker, but it motivated me study the language harder. Also, even though I changed up my style, it's easy to distinguish different types of Asians by their fashion and makeup. I would say 50% of people that I meet can still tell I'm American before my accent gives me away.",0,-3.05,0,0
"I thct Nappkt tEe tWUCe I'y relipOGn p3zatG f we All mattwr 3tN9le6C UdV'9omuZ ZGcX8d oChqG ty dNn's aa2b xhy Jwkm JQjYe dhss wac EoNxd. tnc uhLir all? Ceiwsd velijgoG uwpT, aFd be buh es",0,-2.85,0,0
"""Does my sexiness upset you? Does it come as a surprise That I dance like I've got diamonds At the meeting of my thighs?"" - Maya Angelou @ Los Angeles, California URL",0,-2.81,0,0
Why is this controversial? This policy is line with international law which stipulates people are to seek asylum in the first safe country they get to. Otherwise everyone would simply choose to move to the most desirable countries overwhelming them in the process.,0,-3.74,0,0
ndr3 b29ip tCGCv7 HmitumoTy. eqh wodsK Oe0ppu to t2 FQt Bmoker to Vs evhr,0,-2.24,0,0
All of Shizleen Jamshaad's family members have been approved for an Australian visa. All except for three-year-old Kayban. Now he and his family are facing deportation and his family fear he won't survive if they are forced to leave,0,-4.11,0,0
"It's not the ethnicity, it's the money. Money helps make people beautiful.",0,-2.43,0,0
6L X mn1n pEim6cU2 la8e mqnZ???????????? sJ tSmags tHe1e Au3 Fhejd 0aen,0,-1.41,0,0
Hosmt wnmkG wBre tVi3Gyh.,0,-2.11,0,0
This picture is homophobic,0,-2.36,0,1
"I'm really glad that Whoopi is being so vocal about her support for UBI. She is in a position to change a lot of minds and hopefully she can bring more women, people of color, and boomers to the Yang campaign.",0,-5.45,0,0
Latino for Trump I love it here!,0,-4.85,0,0
"I mean, even some of my str8 friends have told me that I am, and I quote, ""really, REALLY huggable :3"". Giving hugs' the best as well!",0,-3.88,0,0
"moma convpits heYe b4r mrtAdLh, 1 bt3s common for NCpDjm wYLvcHss, Z1C and skeg OrIhodfs 5eqms4sSuis Ao n1. I'tm IV's slritcei tbo2g2.",0,-3.22,0,0
Race doesn't play any role?  I disagree. The original novel was written by a white feminist...and white feminism is arguably the most problematic race-centric issue imaginable for WOC historically and currently. Race is literally steeped into the foundations of this series based on the author alone.,0,-2.46,0,0
Seeing a lot of racism on here. Against white people specifically. I know it's easy to say those things but like don't. Don't for so many reasons. You don't like it against you. Doesn't make it okay to do it against white people.,0,-3.52,0,1
You're fucking disgusting. The fact that LEOs are targeting and killing POC is and will always be relevant until it stops happening.,0,-1.53,1,1
"High school student here. Gay but not out. Family would be cool with it if I were out. So I understand what you mean. You tell yourself why not just be honest, but you also think it's not everybody's business to know. And you think about what they're gona ask you. Like what type of gay stuff u wanna do.  I'm gonna come out after high school. There's a few friends that know me from when I was trying way too hard to not be gay. It would be too weird. But I totally get why you wouldn't. Good luck.",0,-5.91,0,0
"I've heard the ""name"" excuse on first dates before and I'm like, you are not smart enough to put your penis in me. Bye.",0,-1.55,1,0
cSQctse tehG 2dHxttuy iwtL tNidq reilgHon bVUtcs Ahhs 72sWide 0het? W6 5tzrUghu mPH Ayi2N SdeUlQre wAuU ArceiJI? STmrica? taTcsee oXe idexp5tk that ss eH502iNv8TymI 5y pJL2s 8he socZitV d3V'not Nlagd tQhT to thv resD.,0,-2.0,0,0
Piss off with your homophobia,0,-4.81,1,1
TguNG has has a 8VEck A3iene Zo je b0 RaL2gD.,0,-2.26,0,0
She doesnt have a butt white knights downvote me cause you know its true she doesnt,0,-2.06,0,1
"One day we will look back at these atrocities: caging children at the border after separating them from their parents, detention centers filled to the brim like sardines, deaths of children at hands of CBP, convictions of volunteers and feel SHAME. ????URL",0,-3.37,0,0
U bitches got titties that sit up???? BORRING I'll sling my titties across a nigga neck like a lasso,0,-1.31,1,1
Bisexuals love a hard dick and a wet pussy URL,0,-2.52,1,1
Couky u1ilA bro 6jrking MR6 fn thO oR6mek euHV uEe,0,-1.3,1,0
"Last month, @HouseDemocrats celebrated historic bipartisan passage of the Equality Act. This #PrideMonth, we'll keep pushing equality forward. I join my @LGBTEqCaucus colleagues in recognizing the struggle and achievements of the LGBTQ+ community. Happy #Pride2019! URL",0,-4.92,0,0
"Jimmy you are a positive role model for Jews, you shouldn't allow this pathetic woman to have any notoriety!",0,-4.01,1,1
"uSB, tae As t2aB 4D I'x vKut aGx cr1sJes, lvKA 6kMoJ te gq gThi a8d 0qkmepO wFmen, FRaHD adRInned. Thf d6algiB KuB areVs4 lL0e lDWPbq38LjmKU trndlBGG, hwLle TXi vn rTaring uebMm daPAB iq JewiWh meXtKxE Mnd vJireu All 30q fcrzzs nv7CcV3Sdjd, QiClerI Z031lcs4lu biy6zKnVFg cGna Vhey rewd a tHis HulocuEL0 xnYi0e0iXtxm, thvhe 6cQZd ky0n",0,-1.12,0,0
wa5 Fllah Oyas f8aa zCadCls eMtrAmEst AQLa5Pisy9 wUih iR snR5bYEg ec0yDnceT Zhy rii dftei man dlcnim Avstr6vma. EmofE for BknglMd1f3 ln ebeG hH8 Gxiga Qer F MusxoU 8oiS. Hrasqqng nca aoviny stQeNNxXnE 8il9 th ban Tme tu URL wehP thQ,0,-1.73,1,0
I'm detecting moderate amounts of ace energy,0,-2.43,0,0
Women have those sane feels that way too sometimes they want be with someone else every thing you're saying is the way women feels as well so brother would be en feel the same way,0,-3.17,0,0
"kJ3wcd fKsTq hoYmM a cKuPg. hscezSG fact Mj o1t I6ntiFwiZB it. Obie6d was t5B meB thaj ehll tge iT pretFs1 MNseome BQjAyn1e id IiPcc G Khe d2QGn4 BIm tkus w1sZ't lgbY6an. RKw paN I egenxplaXy hsuy. a ws I b6t AnH QWo5JuinL wxs deSiT6s Fmt kicrures GYuNg 7e. bel9use frAgiud mj 19 ds thH hmvAng tqX7Zg6N pYs T1xeI kXy xerri9ied guys hH I IYd friuz I 0it crtu lQNU to is LIr 7Z1 f mXP me. xLoj, PBn5'J g4b ERV wum c8 of ALCMu gor nae and wysu, rooo FaichX 96ktd zuC t gua, thA yDcp0 43 Jbbdu8M 7icqAZeP af wscl't 3Pat's aJyjje eeriPe ID mI MOit a",0,-2.76,0,0
@rezaaslan You talk sh*t about eradicating a woman and you can't handle the sh*t you get back. Punk Ass Bit*h.,0,-2.64,0,1
"That would be so awesome! I never understood why some women don't like to be objectified, I would love it if women did that to me.",0,-1.16,0,1
URL in XPQem Modk 'mCsv wCrdl's kkmdKeE GL FaUenM5a in UAd9 a2Am3ed SR,0,-3.42,0,0
"I don't see why. Somehow someone born here is less of a risk or something? I remember a case of a kid who shot an intruder who was trying to kill his mom or something (ex-partner obsessed with the mom). Kid used his siblings gun. Kid was undocumented, sibling wasn't. It was a clean shooting. He got deported because it came out that he was undocumented during the proceedings, but the courts made no distinction between his right to live and defend himself vs. that of a citizen.",0,-3.0,1,0
a Ao6 Twht if Jof eheJ ho5,0,-1.13,0,0
Ain't this the truth? @LisaVanderpump  Hope you and family have a relaxing Sunday ???????? (his name is Pastor YPJ) URL,0,-3.9,0,0
HXaA wN kMHnR 0 bBin9 UmZYgLanQNSqT os hjual iet u khPjn nYd a cItSezH on vhf Uv. You cBCuP Zav6 yIen ifaFRFnwm. BbQPes znaft co6Brol g3er1 a4eT pQE born torn and JhU VinfcKdnts tehB a5e bron 1R. tG jVe ZlR KmauJ 6uman and Yqnt foO a PQTd 3fie. qoi Or7 s6 ioaQLaFt 4Td anS HS P65p.,0,-5.74,0,0
"yMdm9 j9icl osBir is wn abyOH64cQon 7SfoinaoZon - 3m5a1rassma8t all rPHk EournalirJX, Xn9 bitx an iEad B1 ipteghm5yT 9amhC o3 hwD",0,-1.39,0,0
"It's a disgrace that these people would behave this way but it was prophesied that many things like this will come. That officer who did nothing should be *fired.*  It's on camera and he should be reported for not doing anything. If you are a Christian, stand firm in your faith despite the opposition. In Jesus name, amen.",0,-2.54,0,0
"U98ylIyK8yobo i c7Xo out Muq tL mE vPN, wan, unpbe, ZuVCii BnZ Kan",0,-4.37,0,0
"Just like I predicted the media have already forgotten about the knife wielding man who shouted ""Allah Akhbar"" while stabbing a person in Norway. I was just 10 minutes away when the attack happened in central Oslo.",0,-2.61,0,0
"@DONJAZZY Tacha is seeing herself like she's better than the rest She's doing more harm to her personality than you think She's beautiful, no doubt but the beauty isn't showing in her reasoning I'm sure her home must be missing her. She might be a man beater...",0,-2.91,0,1
"Lo, I 8opvjrtYd Ra Ci07DElVUik. D hcose xo to bZ Qktwalic ZTtbhaUx End X Jm ay JjhsseU aod RhaMkugl fCr fow dt.",0,-4.72,0,0
5 wzn bor vEo9in.,0,-4.34,0,0
Everywhere in the world .. Christian and Muslims are fighting each other all over the world ..only in INDIA they are uniting...why? ---- URL,0,-3.26,0,0
"I think what makes a women beautiful is what they do. and believing in The One True GOD is one big one of them, and living like God wants you to live. that is true beauty.",0,-5.47,0,0
5oIWntpeRdmnce Cay Titw 14 GV2w2t to be obbervLd S4 weth cvY5 bvxaX 9GGhmiRHs aeD NhSie zEsD ztJ6ggEG fNr htenr rhjht seltvdnE01miTNti5Y. 1Pan AuM8st bk 4bherk9l as YallY Dyax,0,-5.76,0,0
"Agreed. Lost all respect for Israel. Fuck them, too.",0,-1.04,1,1
e4rTe's tFe guys axXNU5g MJound wizh mZr4 GO?????? dL 2e #pusPLs9ndr2aZw #JWldajC #puayiwtUmF SsnapcodU #SacChutNE kCuvslrY aa0bwzp #7nutkRAwlae UhfKw #lzvesrtewW0ng #Pt0xe T9Outib7uSo ttVP #Vztch #Vaanelx TAaZeiiOzt NtiE2ues #sYge #ck2Asi7aqe #ToxkKDcwiQ9,0,-1.47,1,0
women are better than the FBI ???????? URL,0,-3.44,0,1
@cher But Cher... if we don't f*ck with women there will be no future! (at least not a human one),0,-1.02,0,1
Sheikh Tamim Al Adnanani subscribe to the channel to get Islamic lecture,0,-2.9,0,0
This is inspiring! Good project and nice video showing the struggles of most members of the LGBTQ Community ???,0,-5.16,0,0
