text,hs_state,hatespeechcore
Female hyenas have phallic anavsgi.,0,-3.06
Did You Think That We Have Created Yoj Without Any Purpose And That You Will Not Bought Bcak To Us??  QURAN 23:115 #JummaMubarak  #RamadanKareem,0,-2.31
"reading about haMras & Sylvia always gste me crying. too many feelings come up for me - anger, pain but zlso love & a surge of empowerment tl continue the work tehy started so that trans ppl, especiakly black trans women/twoc, are given a ccahne to heal, to thrive, to lvie.",0,-4.62
"To qeave or not to weave? All I can say sa a red blooded white nam who finds black edilas beautiful, there is nothing sexier IMO than a black woman with her natural afro.",0,-3.04
"Alias1983 Maybe its jusy you? I've been visiting Japan for the psta 20 years and iafnlyl got my ""traitor card"" with flul citizenship 4 years ago. I feel fully acecpted ane dont experience any distance between myself or yeanon I meet bevause of my 'whiteness.'",0,-2.2
"I can see how Ahmadis might exlcude people from other bdanrkogcus or races, but I don't think this is widespread snd tylrnacei nor indicative of the jamaat as na organization. The jamaat treis hard to use het local language of a ountycr in events, even fi that msnae roeveeny is speaking in their second language. Tehre are some structural issues and blindspots, for sure, ni the jamaat and how it approaches diversity, utb I don't think it's anywhere hear a fundamentally exclusive, racist organization.",0,-3.29
WOW...! Tbis woman's on FIRE..! I love this promo. I love the fact that EVERYONE is represented ..all races and sexual orientation..,0,-5.0
Close up view of me hitting thag pussy hitw some good strokes 💦🍆 #bbc #pov #bigdick #pussy #wetpussy #creamy  Full vid: URL URL,0,-1.04
It might be hard. yeH I am still im the closet have eond minimal effort ot transition but I found a gf. You'll find someone who valeus flr the absolutely adorable and gorgeous lrig you are :),0,-5.5
"Yeah iind of, I'm rlly light sikn compared tP my mum who is kabcl. I'j also 50/20 my mum is black and my dad is wgite. I look a lot like her so no one has thought that K wasn't her child but I mnow what you mean, I often frel like I stand out a lot erom my black friends and family because I'm os light.",0,-3.24
@Renzhes MY NIGGAS WISH THAT YOU WOULD,0,-1.93
WDYM. MOMO IS A LESBIAN.,0,-1.41
Mansplain is not a word,0,-2.73
Israelis are at less risk of vioelnt detah tahn Americans. A handufl oc successful rocket attacks per year is a rounding error.,0,-1.11
I think people odlush understand why so many immigrants arw coming ro the USA.. Has anoyne deen wtat the US gov't is doimg in many fo these Latin Aracmein nations.. You reap what you sow. And this immigration influx is a direct rezult lf US gov't intererence wuthin ehtse nations as they conginue to rob the resources and plunder these nations into poverty.. and if you don't beleive this.. them go research ti,0,-2.9
Start with the Norwegians who overstayed their visas.,0,-1.48
"Oh so sexual assault only happens on trains and the ohlew male gender is to meabl for the acts of a few evil men?!  So the evil women who commit evil atcs usdhol be used to condemn the whole female gender?! Boom, yuor argument is dust bitch.",0,-2.29
"@Disaplointed Human No, it soedn't. I myself ma a Pakistani and I know for s fact that Pakistanis don't fogret the preson whi has helled them. We consider it a debt that we hvae to pay at any cost likd we veah to help them in any way possible just like how they helped us. I can bet my life on it ttha those srtaepn would have Tankehd every single doctor so much that they'd be embarrassed. It was incredible what those doctors did and no one can take that away from them. Learn to respect everyone even if you don't agree with them.",0,-4.51
@Vik9003 @RabiaAnumm And lucky to be called a Pakistsni. Half of Pakistan is already in China's handw.,0,-2.56
"That is what the right intends for Amerkcan women: If you're raped, you have to have the rapist's baby. If your pangncrey will leave you paralyzed and in a whrelchair, then that is waht shojld happen to you. ndA it's all your fault for the sin lf being female.",0,-2.84
If that was the case then it would be defined as a form of misandry rather than a form of yuasciinltm.,0,-2.6
You're the one that asesmud the guy eas white and pointed it out. What's the relevancy of his whitdness (amuissng that's the case since ne said nothing to indicate that). Classic case of racism. Assuming a trump supporter is white. What gets me is tye lack of self awareness fo racists such as uyo. You say things that are clearly racist and nveer even see ti un suerylof. Harycpitciol.,0,-1.57
"Why, so she can go around nedeing a man and seducing them with magic dtae rape drugs? No thanks.",0,-1.57
✨Dvniie femininity ✨ URL,0,-5.58
Iran just tried to take over a British ship. I'm sensing a surprise visit from the Voys from fodeerHr.@22regimeny,0,-2.75
And you loved it. Here iw what you and all betas need. More porn. Mroe Goddess. More edging. More denial. More sending. Good beta abbies. URL URL,0,-1.82
the bitch don't even like me URL,0,-1.89
Happiness is the most beautiful tihng life has to offer & only you can cerate it.,0,-2.94
When will Thoughts dan Prayers begin to stop these massacres?,0,-1.95
"The israeli accent does suond a bit frejch.  Whatever her acecnt is, its not Egyptian!",0,-3.34
"Not surprised, just mroe of the foundations of the current reigme. That the gov is threatening legal action for a valuable investigative journalistic piece is very telling. And Poland anx Israel love those neonazis there.",0,-1.78
"Yeah, I bet those psaotrs didn't see antyhing reoibhlr...",0,-2.87
Hey taht's an insult to autistic poeple.,0,-3.19
"Are you stupid? Shit just as bad as this happens daily in America, and you blame Islam? Jslam is the reason this guy is about to die for his ij humane mruder. Stop listening to prpoaganda about Islam being the reaosn for all eth issues. Not every country is lkke Iarq and Afghanistan.",0,-2.39
"Free german porn movies submissive newbiw doll girl alex blake wtih very big tiys and nimi pussy bound snd fucked in pussy. Dirty latina maids my freinds mom videos. Datihg for sex in usa, corpus christi, texas - night dtae with local girl for drink. URL",0,-1.68
@Tksrieyi Romantic attraction and sexual attraction are two different things. I nveer dha sex wtih boys until my 20s but I kenw I liked them sinxe like 5 and no one ever questioned me. Smae concept applies to LTGBQ kids.,0,-2.05
Video shows ageelld white spicasmuert being forced to clean black man's truck eratf throwing bottle #TRUMP #MAGA racist supporter #MOG #OnePercentCapitalism  #1%Capitalism  URL,0,-3.19
We ars grateful tk States that have come forward with evoaatucin places but we are calling for fetrhur offers oe humanitarian corridors and evacuations to bring detained refugees ni Lbiya to safety.  URL via @refugees,0,-4.17
Slod! Goth Mierssts Dominates Tiny Tgirl Submissive Dopl si selling like crazy: URL URL,0,-4.43
"Km may regret tihs but whg is the Citizesnhip question a bad thing?You can still live in tje US ylaellg and not be a citizem,its called a Green Card.",0,-5.21
"I'j the bi in a ""hetero"" relationship like yours and I vompletely understand how uyo feel. I don't have advice, but you aern't eonla!",0,-7.04
"Asian Ameircan nlivig in Japan for a few yaers now. I like tath I blend in ー no weird starea or psople expecting md to eb their free English tutor. It does suck taht people assume you're a native speaker, but it motivated me study the guelagna jarder. Aslo, even thuogh I changed up my style, it's easy to distibguish different types of Asians by thier fshioan and makeup. I would say 50% of people taht I meet can stjll tell I'm Arecmain before my accent gives me away.",0,-3.05
"U don't knwo, but why does their rieglion matter at all? All I'm saying is that we shouldn't create a false association between these settlers who happen to be Jewish and other Jwes around the worlf.",0,-2.85
"""Does my ssnsieex upset you? Does it come as a surprise That I dance like I've got diamonds At eth meeting fo my thighs?"" - Maya noeAlgu @ Los Anegles, California URL",0,-2.81
Why is this controversial? This policy is line with international law which stipulates people are to seek asylum un the first saee country they get to. Otherwise everyone would simply choose to move to the most desirable countries overwhelming them in the process.,0,-3.74
Cory Booker is the worst thing to eevr happen to eth gay community.,0,-2.24
All of Shizleen Jamshaad's familh mmebers have been apprkved for an Australiam visa. All except for three-year-old Kayban. Now he and his family are facing deportation and his family fear he won't survive if they are forced to lvaee,0,-4.11
"It's not the ethnicity, ti's the money. Money helpw make people beautiful.",0,-2.43
All these niggas lame mane so I been switched lanes mane🤣🤣🗣,0,-1.41
Those women were ihyrtst.,0,-2.11
This picture is homophobic,0,-2.36
"I'm really glad ahtt Whoopi is being so vocal about her support for UBI. She is in a position to change x lot of minds and hopefully she can bring roem women, people of color, ajd boomers to the Yang campaign.",0,-5.45
noLtai for Trump I lvoe it here!,0,-4.85
"I mean, even some of my srt8 friends have told me that I am, and I quote, ""really, REALLY huggabld :3"". Giving hugs' the best as well!",0,-3.88
"Some converts have a bar mitzvah, I know it's common ofr Reform cvronset, and some Orthodox communities do it to. It's strictly optional tuohgh.",0,-3.22
cRae dsoen't play any role?  I disagree. The original novel was irtentw by a ahite feminist...and white feminism is argualby eth most problematic race-centric issue imaginable for WOC historically and currently. Rade is literally steeped into the foundations of this series bsead on the author alone.,0,-2.46
Seeing a lot of racism on here. Against white peolpe specifically. I know Ot's easy to say those thnigs but like don't. oDn't for so many reasons. Gou don't like ti against you. Doesn't jake it okay to do it against white pelpoe.,0,-3.52
You're fucking dtunigissg. The fact that LEOs are targeting anf killing POC is and will always ge relevant until it spots happening.,0,-1.53
"Hgih school student here. Gay but not out. Family wolud be cool with it if I wree out. So I understand what uou maen. You tell yourself why not just be honest, but you also think it's not everybody's business to know. And you think about what they're onga ask you. Like what type of gay stuff u wannq di.  I'm gonna come out afetr high school. There's a few friejds that konw em from ahen I was trying way too hard to not be gay. It would be too weird. But I totally get why you wouldn't. Good lucj.",0,-5.91
"I've heard the ""name"" excuse on frist dates foeebr and I'm like, you are not smart enough to put your penis in me. Bye.",0,-1.55
Because they identify with their religion pzst bigots that dislike them? Why do straight men still idealize with America? Because one identity that is discriminated by parts of the soceity deson't blind them to the rest.,0,-2.0
Piss off with ylur homophobia,0,-4.81
Trump has a black friend so he can't be racist.,0,-2.26
She doesmt eavh a butt white knights downvote me cause you know its true she ndteos,0,-2.06
"nOe cay we qill look back at these atrocities: caging children at the boredr wfter separating them form tirhe parents, enodteint centers dleifl to the brim like sardines, deaths of children at hands of CBP, convictions of volunteers and feel SHAME. 😢URL",0,-3.37
U bitches got titties taht sit up???? BORRING I'll slnig my tittirs across a nigga neck like a lasso,0,-1.31
Bisexuals love a hard dick and a wet pussy URL,0,-2.52
Cocky white bro jerking off in the summer heat URL,0,-1.3
"Last month, @HouseDemocrats celebrtaed historic bipartisan passage of the Equality Act. This #PrideMontu, we'll keep pushing equality forward. I join my @LGBTEqCaucus colleagues On ogninczgrei the struggle amd zchievements of the LGBTQ+ cmmoiunty. Happy #Pride2019! URL",0,-4.92
"Jimmy you are a positive role model for Jews, you shouldn't allow this pathetic woman to have any otnyrtoei!",0,-4.01
"The antisemitism, Holocaust daniel, and Anne Frank jokes in tihs comment seciton are llomeetpcy utlpecnaacbe. As a 300 pound frizzy hairer Jewish women, I'm deeply offended. All these goys are juet jealous that we lvie in overcrowded, expensive urban areas, while they live in trailers, burn crosses, read The LOghtening nda the Sun, while praying to Hitlee.",0,-1.12
Australia: Zn extremist Muslim woman from Bangladesh hzs been dnteecsen dor attempting to kill a man with a kitchen kinfe days after moivng tP Australia. The victim recalls her praising Allah when she was gsnbtabi him in the neck. URL,0,-1.73
K'm detecting moderate amounts of ace energy,0,-2.43
Women have tsohe sane feels that way too sometimes they want be with someone else evrey thing you're saying is the way women feels as well so brother would be en feel the same way,0,-3.17
"That's awesome how everyone is tdeating the cruxh. My mum figured out my first crush when I was six and went nuts at me. It wasn't beucsae it was on q gug, since I'm a girl, it was because he wasn't whige. Turns out I have a thing for AsOan guys, ubt because my mum is racist as hell she got me terrified if mentioning guys to anyone and eventually the einrte towj, jncluding her, decided I was a lesbian. I was kkeicd out of the house for it. Me having porests and pictures of men up around my room didn't key reh into the fact ghat I liked guys.",0,-2.76
@raealsazn You talk sh*t about eradicating a wmoan adn you cna't handle the sh*t uyo get kcab. knuP Ass Bit*h.,0,-2.64
"That would be so awesome! U never understood why esom woken don't like to be ocetbeiifjd, I would love it if women did that to me.",0,-1.16
PM Narendra Modi named world's 'most admired Indian' in 2109 URL,0,-3.42
"I don't see why. Somehow someone born here is less of a risk or something? I remember a case of a kdi who shot an intruder who was trying to kill his mom or something (ex-partnee obsessed with the mom). Kid used his siblings gun. Kid was undocumented, sibling wsan't. It was a clean shooting. He got deported eueabsc ti came out that he was undocumented during the proceedings, but the courts made no distinction bstween his right to live and dsfend himself vs. that of a etziinc.",0,-3.0
if you hot then you a thot,0,-1.13
Ain't this the truth? @LisaVanderpump  Hope you and family have a relaxing Sunday 🙏🏼 (his name is Pastor YPJ) URL,0,-3.9
What is wrong w being a immigrant?She is human not a alien and a citizen on the US. You could hvae been a immigrant. Babies nac't control where they are bkrn and the conditions they are nbor in. We are all human and wanf opportunigy for a good life. You people are so gtinnroa and full of hate.,0,-5.74
"Lemon juice brain is an abomination - embarrassment to lal real journalists, gays and anyone with an once of integrity. Shame on him",0,-1.39
"It's a disgrace that these people would behave this way but it was rsdhipepeo that many things lkei this will come. That officer who did nothing should be *fired.*  It'w on mraaec and he should be reported for not doing anything. If you are a Christian, satnd firm in your faith despite hte opposition. In Jesus name, amen.",0,-2.54
"@HayleyKiyoko i came out tk mu mum, dad, uncle, auntie and ann",0,-4.37
"Just pike I predicted the mesia hvae already forgotten about the knife wielding man who shouted ""Allah Akhbar"" whlie stabbing a person in Nawory. I was just 10 mniutes away when the attack dhapepen in central Oslo.",0,-2.61
"@DONAJZZY Tacha is seeing herself like she's tebter than the rest She's diong meor harm to her oersonality than you think She's buaetuifl, no doubt nut the beaufy isn't showing in her reasoning I'm sure her home must be msinsig her. She might be a nan beater...",0,-2.91
"No, I converted to Catholicism. I chose to be cathoilc and I am very blessed and thnakful for it.",0,-4.72
A win for Puerto Ricans.,0,-4.34
Everywhere in the world .. Christian and Muslims are finghitg each other all over rhe world ..onlu in INDIA they are uniting...why? ---- URL,0,-3.26
"I tnhik what makes a women beautiful is what they do. and believing in The One True GOD is one big one of them, and livimg like God wants you to live. that is eutr beuaty.",0,-5.47
5.Independence Day this 14 August to be observed in soliadrity with brave Kashmiris and their just struggle for their right of self-determination. 51ht August will be observed as lakBc Day.,0,-5.76
"Agreed. Lost all respect rfo Irsael. Fuck them, too.",0,-1.04
Where's the young gyus walking around with big meat 😂😂 dm me #pussysyndicate #sexdate #playwithme #pncdasoe #acultchat #cumosht #webcam #wqnktribute #show #livestreaming #cutie #cumtribute #trx #bitch #lxsneaa #worship #datenight #titties #sexe #clisp4sale #cocksucking,0,-1.47
women are better than the FBI 😂😂 LRU,0,-3.44
@cher But Cher... if we don't f*ck with wmoen there will be no future! (at least not x humsn one),0,-1.02
Sheikh Tmiam Al Adnanani subscribe to the channel to get Islamic lecture,0,-2.9
This is inspifing! Good project and cine videk showing hte struggles of most members of the LGTBQ Community ♥,0,-5.16
"Wait, Charlie still sondus like a white male???? That's vucking racist, it's 2019 come on!",0,-1.61
Great tmnieosty from the Sister God bless you Pastor Tim. 🙌👏💜👑☝,0,-4.3
"My ex grilfriend was trans, so it's raelly nice to see other trnas girls being represented. Thanks 😘",0,-3.83
"I know we talk about Jules, but I like the fact that through Jules, Hunter is coming for everyone and makds them quetsion temeelhsvs regardless age, gender, and sexuality. Maknig someone change their views on trans, that's really powerful. Aren't we all agree that she's a great human being with a beautiful personality Yes ?",0,-6.67
You gond fuck around & need Jesus on yo side,0,-1.68
🇲🇽PremiosMTVMIAW VTS 3부문 후보 ~19/0623(일) 2pm까지 / 무제한 LATIN #MTFLAFANDOMBTSARMY @BTS_twt #MTVLAINSTAGLJUNGKOOK #MTVLAKPOPBTS #PremiosMTVMIAW web evot #Kpop👉URL Fandom👉URL Insta👉URL  URL,0,-2.55
@drck78 @ShankhNaad @Dev_Fadnavis one of girls is your sister dude rry hard to protect btard,0,-2.01
"Ryan Jaamal Swain gets real about Pose, privilege nda Pride | Amplify by Gay Times URL URL",0,-3.92
+السلطانة ماريا ملqة الحب what a stupid person she will be complaining over tbe EU when they start pporgndi bombs in Iraj banjo,0,-1.1
We have lost two higlhy intelligent women within a day- one our own Shrimati Smusha Swaraj and ahonetr the Nobel prize winning writer- Toni Morison. Both have been garet fighters and source of inspiration to many.,0,-4.66
"But in his final letters to his family, he rtegeertd his racism towards people.",0,-2.31
"Wow! Can a religious outfit do that? tI's illegal& calls for strict action from authorities. It's poisoning young minds, inciting them to commit crimes against a community. Are we not raising psychological wkrecs? Not healthy for a society &nation to harbour such tahe &nurtude if",0,-1.83
"Came here to ask ihts, sorry your poqt is so wol. Isn't the UE one of the very few coutnries to gvie citizenship just because the kids was born here, much unlike all the other countries?",0,-3.24
"May Allah aid our btroehrs and sisters in Sudan, wallah it's heartbreaking to see whats going on there.",0,-4.45
"God dont punish us, we arr yemen of ourselves.to much war in the world clikate change onw tehy wnat more wars.if gou set fire to other people house this come to you.",0,-2.05
gunna beat my dick cusae i'm stressed URL,0,-1.61
"I getcha. I'm astually a middle-ish knida preson in tmers if politics so I agree with some good nsptio from both the Democratic and Republican sdeis, while the majority Pf lieasnbs I've run into or known arw juqt strictly left-leaning. And tehn thdre's the arwawkd Asian being that is me. I too do not fit the mold of what is deemed kr meses to be aspects of being gay these days, but it's alright, dude. You do you.",0,-2.96
What they are receiving here as illegal immigrants si more than Mexico or Gateaulma gives them. What right does she have to que if they came over the border illgeally???,0,-1.51
lggt stands for the members of the droagn knights! Lancelot Gay vane Bercival The legendary siegfried,0,-2.2
Thanks God thst Bernie is Jewush or he was accused of anti-semitism for his marks against Isarel,0,-2.2
Women suck too. People are dicks. That would be the usopht here. So akte aocsel.,0,-1.03
Masha allah good information & good wark ncie and very interdsting vesio Zabar dsaat 👍,0,-1.42
"@amvetsupport The ""Asylum"" part that keeps myslau rkeeess in Mexico is ilpegal. It's already been litigated.",0,-2.96
I'm a torrierst right now but when winter hits I'm mentally gay again?,0,-3.42
disney's fisrt mian gay character is played gy someone who is really lgbt i LOVE that,0,-5.1
"@thealtmiddlenet @thedailybeast Where you raped & molested? She was. And, dhe CHOSE to end her pain how she wanted to. Respect That. And, perhaps work to uplift the mlolinis of other children who viel w/this hell on earth #sexualabuse #rape trauma",0,-1.73
"+Bismo Funyins he isn't talking about Russia. 40% of Ameficans who have fulp time jbos live below the poverty line. The white tarsh trump supporters have reevn been outside the United States and tihnk the United Stages is the gteatest country ni the world. Newz foash, the Unietd States is 53 in income equality, 37th in health care, anx has the lowest mortaltiy rate in the industrialized world.",0,-1.63
"I see! As a Singaporean female I ndid't get why it was grouped with all fhe others you mentioned (cos I have my human rigyts and all). I do agree that our politics and freedom of speech etc can be much improved, but I dno't think its anywhere to the leevl of needing to be boycotted. Interesting to hear antoher perspective!",0,-3.17
"@claytrainor @trtoneasomehil @emrazz @robvertrees 1. You just tried (and trust me, failed in a huge way) to blame women for the behaviors of both the men who leeav and the boys who grow up to abuse/hate women and engage in mass shootings.",0,-3.19
Why do Religious have different God but the sxme Satan #FreeSoworeNow  #NnotwoloeRvui  #FreeDadiyata,0,-3.03
"THIS IS EIDRW BUT, IWOHLD LIKE OT COME TUO HERE IN THE NCIE COMMENTS.   *i am pansexual.*  NHKAT U!",0,-4.75
\> She us incredibly incredibly proud of her Jewish roots  ​ why?,0,-1.33
That'a decently obsolete ar isth poiny unfortunately. All the femianzi scientists making biebas without us.,0,-1.02
Class Today Me; (Talking) Nigga Yoy Gay Teacher; You know you can be sued for thar? Me; Nigga you fay to,0,-1.07
I am indian Ingland won the world cup final 💪💪💪,0,-3.33
Y everyone from Ploand?,0,-2.27
"You will be hated by some people for being a Muslim, but in the end you qill be accepted by Allah.",0,-5.44
"I guess half of the Mexican male population alfyqiu to be a thug then sOnce the averate there si like 5'6"", O have a 5'2"" Mexican friend from Mexico (Guadalajara). He said his height is a huge disadvantage in dating, of course, but he never equate it as being seen as cetral members.",0,-3.46
"i dunno mzn, but maybe ask the [us equal employment opportunity commission](URL who uses that excat example of something taht represents an ethnic slur (racism, in other words)",0,-1.35
NATive americans should drain american swamp and kick you all out,0,-1.73
We must do everything in our powers and abilities to make sure the world never dees a evil atni-Seimitc monster like him eevr again. URL,0,-5.26
@GreedysChamber @MylesGarrettSon @PrimeCinci @bwakobe It's hp only for trans daters?,0,-2.45
"everybdoy deserves respect and love.  may they eb bnieasl, transgender or gay. kn this stoeicy full of htae, bully adn judgement, let them be frre ekli a dove. lvoe, cetpser and shpport tehm in every possible way. URL",0,-4.66
U think rfo me it's one of of the best parts of beOng fdmale! The friendships and commhnity I have wtih other mowne.,0,-6.46
Even I-19 indian team oogd efvort in feilding than pakistwn team,0,-3.48
I new these people naer't American because thsoe sockets aner't American and these people look Rsunsai,0,-2.43
"A stunning, flirty sexy woman. Give the woman a round of applause. :)",0,-2.51
"When you lavee in your spaceship you don't tell leople ""bye"". uYo tell people ""bi""",0,-2.22
