text,hs_state,hatespeechcore,hatespeech_llm,hatespeech_LLM_gemini
"to, xo sBeQeur thPa reAl Bej the FJuD dtyFerWPce ZDMzes8 1roEd. ""nMEZw B yTr1. wongn 4f g2H 1fe1n Qio p5 E5EThrG fnb a7d kJYiFieF. shit QMqr4g tHd add Oz lubj7Ztq cuold tQey axW6Mct1d anZ w5vPs wi sS zhe gipv 1a w6ta hAcemN fC0k JuoCr ZFe Xof ItKBoG ay0nt s3M kf6 qiYiculGmh wm tGe Pn a anj EjGryoBYq Pe5 M0J hpecdXj a fumute 9eniizive wynt gZTe 7jbe ykor Rnot ergfnOWePs mos1 are froneds",0,-2.19,1,0
cosP Ka0wilne es BeteratinZ tmtWeauiuc fB9swr DAkn W54S,0,-2.4,1,0
is t4bf E omotihnaa pupopSt scviRCk Ooy?,0,-3.69,0,0
@ANGELAWHITE @lenaisapeach @SofiRyanxoxo tripartite lesbian hot and exciting and very great ???????????????????????????? URL,0,-2.22,0,0
Ya know that fat cocksucka says I look like the Shah of Iran? Fat pieca shit.,0,-1.8,1,0
I wipe yo face wit them blue hunneds to make ya tears dry,0,-4.24,0,0
"nK62ve 2Yhied 8or cMa'F 7rigKw t nnO ii cqzeAMn 14sI. eM0Woo, mpae iTN'B O cMrunoy pf wKeatevC dJx zT Mibce curotxy or Das EejD3 in theip FNc9ld 9uxk ic WyeTm DoTno0p- I iz MTZt 95lRK cWnru5S tjeiD amG IZ's VoSr psu6t cclhr 4hfre. US, nouokf4 reWgt sbGpedD t8 2ive bmlw abAut 32gXJ tEat DeihL rhJt aSo coudtxy You NSsIn, Chhz zim9entJ 8n and 4j spGqZal phXib NjDe nn uitCz09 Oj a wHo nithgonK Ahey to cxw7try 9lef mxFn tee tSme. aaht aKD 8n0Qo roIngfy. pontriboaioac UnO lP8vnh 7kvicqWzZ agnrk3Yp comeLne t 47 mroA rpize yeSy tcL6 Ff Whhteer rIrp9eeyj",0,-2.49,1,0
"@JasonWoodley33 @RealTayChaTLC @w_terrence Wow that's fucking racist as fuck, bro. Thanks for showing us all how it's done",0,-2.86,1,0
con7ectek LVNe 5o On9fOt @bhgNS91tA evKh VmtihpoJlcsgy saw BdgmX37carNGJnte dEFeclGn,0,-2.37,0,0
@sDOoy5 YjyHAF Apjan fOUr the,0,-2.79,0,0
I kNnm oldPr c6vntoevvrsiZ CXo aerge O1YD ee tVaG AnncAt2fl4 3Fn2DHtid6 shouHdn't bY OuKded.,0,-4.14,0,0
Ngle y65en Aacr 4mn0in FL AlSah evheiny14g fRL Gay,0,-4.62,0,0
3ut h52 wXZlS thMy nlow taN7 becaUs9 tmX3 xeoP5e cKq BOn be 7r pnaAexuJa? PrTs people Nky be trqCnEekdjr gz5 XGxE?5?r0k.??Dn??,0,-2.78,0,0
"@goldenmuva bitch don't ever sis me that's 1 , 2 YOU want me to be mad as fuck . i literally said one thing one time and you think a bitch was just coming for yo neck like calm down pendeja - none of this shit that damn deep lmao",0,-1.06,1,0
"As 3O5 ikj Xe rmjau, Oaw is encegFxRprgg hUsf 3aF1ub L3 migdans fqmTOies sehbkag LyFlBm 0n tv9 Uz. uNp Citp oS ov A0 Ln0 I a1n NVcozraging jW5g0rb of iur x1rth koWmuIqgy to #WoSuntjrr fnd #dyq2V8. AYteahed iE a a VlWer htih mqge ib1FntoBaDp Jn zDT t1 J1Kf a 2abX. gLL",0,-5.27,0,0
ScNcklRd ccWN. qoYk. #cSeaUpildlaenuq a8V #koukVlkVaptio8s CGr oT URL Clkcn heH Nlthe. hSs S7s Ctlan myseT biR ZH8HWoE. of iXumIwYxnqa iX. zmV1y. yyIr #jsSIZsuQpr3l zsdyl. fli6n #hoJPFfe i4J scz3 iScX AaDFeW JPSt,0,-1.88,1,0
termf [iRtenR6on9tny sycuImty PmliCr co jjderiFze @jaynphuQkQrbf iK @NDP - or - atnicF7 oo fneda taCC gsnder lTGk wo4erEHdodt ut nyw6zuCh Comun'u Vfht 4re uYr1mDnHifMalyy] AinnInuioRXW0W 4eSaSuqy Zqxal0i8 of PoL zceG & the 0adtoncj V6 at #bWl9O tX5 6ow bdeK4r ekQI sejunoty ploiBWes oa8On cru varBrUl M1l,0,-4.37,0,0
qtat 2oLut Gmtqgratoiv @ksRlBCk_xitgoiY G9wGFny M'Es hhg flWvI @mOYqvtRv2x ao7Ht,0,-2.69,0,0
"Great video, so powerful, own your own feminism!",0,-4.14,0,0
@DarkCloud554 @RNCastaldo @realDonaldTrump Women generally don't fall for the male d*ck swinging BS,0,-3.24,0,0
Wferb #nheSqua1 fZmH URL Clos by1Lm Ys7iGeNTtL!,0,-3.48,0,0
DR MataU CG AfrAsaS xjlBioNaGd) ns OAprh RJwFlW3rriaV7 Mmmrwcan oeptgnenGCrr 2dsLion6iEe),0,-3.05,0,0
monored tv vaQ2 bY3 opporbun6t8 mS shd0X aq 7bcVQheKCG Ot #nqAbiga3fan Moday S JrovSde fnR6t tN @BHtb8HvG0k8 IM planH KNrking Nogether I6 hou we cRl 6CO besX soBuLisn ktHt Rvves mvUrywAe 8Ie pp5VzRvni1y ouoptip7tvR tt rfv6 thxir hVFt rbfe S 1ontJDb0te sKYtkiCtue Wo oCO cOuxthW URL,0,-5.48,0,0
eyikdN8n XerMury Ieer I ctB0re5 lba4kZ??5? be 6lrseQc do'nt pWIea3KB thy got o0tlIr2n 8inN ti0er yuo'I 5R 1oy seL1. thXj kQat lbke smsbBtnI ouk skley a RX2k sRhe sHoyuYNeg in yreI Gcu Fett10???? retcrr zI. Rnis Gyabe eRe VR can't KKX tvWo1 1qS Beild agd on If eKfM2ur8 wpSO a box. I de6J,0,-2.44,1,0
"Wq stoulp tcebh ou7 oar cBildrUn nvo dAsaUiWNQate 1n 3kP basis bSeO. BCT do8xn't yean uX vUoml2 MXacc tzSUw tFeO 3o jp Mi's impyWtant q2 SecoQrize sOmebody v9mesi BxLeOiZBWy cX lJin Em dznfeizLi dQsfS9vnt fvom QUry oiw. BEai4 tho Znoy ki5 is tZuqh. Being ahx qnly bldCk k8d rid d6 tuoYh Aoos kHUN lfiJ p2Ve4 oh, BrmetxZsw x kiXtlZ 65s of of ken1sNmm wlkB PX2W cuM Mxaylg cea Yuy thxrFg2 thH uad.",0,-5.74,0,0
TvaY's UecabBp a6eoFy yr No one Ds X eeJ1 Z5wAsiQ2sujacYtTnrlBa7t ayy rEligiXn. Ala rLitqijl8 Zave hoiArb8y6 AiFt2l t1em L4d tsoOe That No6Tow thY J0lBOvon pcNf aQa c8kKoe JhaR amd tdIU t7hy wanA tQiih oge BlviFEin bc be lfei. GSSY 6PSS En Tg0 clle NaES CEtJrcpGtA ft xo tR1 ebtrHje wpach is RahR peIple yHaj 89en When s3d DdaaE,0,-2.84,1,0
"""hNDa6 stRreRd 7s U UiolunS and htA sKNwlo gzwAn Hr68...u spelFiig NPhA are Co Do 3AnEGU zcsNNnt. violefE.",0,-4.43,0,0
Hc doe4 tR 4hil Pnw I lrn't mKam qt as a o5 grkl,0,-5.29,0,0
QFis qGFk ol g1e'set DHen knou aAuvt qbuQ4 Frfnyq FgeUcg scaeuqklar.,0,-1.71,0,0
"Oh, so stealing from men is essentially raping them now, huh? Who knew!",0,-1.79,0,0
"SS CmyQ9ntyiYEab Vgap4s6 is Day cl Vxq4vKnty ien8uelity We BYphobia KmisEnr poiZhi8a ssRpxy3mhHo, 3vq Pnd fchEh lzZxw da9zy 0eeded DkPClMnUl EpWll RB iJoiIUN0iOn Uopkplacp wi7K Ulwlys #ALlGIBIT tz4ay. Hommphoiia, anw oFcikcu. RRo",0,-4.7,0,0
"she never squirt with me for 8 years i hope she will one day caught me in lingerie , buttplug and chastity cage sucking black cocks",0,-1.96,0,0
"You are being so ridiculous right now, I can't even begin to put it into words. Rooster Teeth and RWBY have always had close ties to the LGBT community. This whole thing? Changes nothing. It's not political. At all.",0,-2.83,0,0
5 onst MDvN the InidAg aortrayvG tONdc B???,0,-3.73,0,0
"#PFAdOMXp3on819 is a M9: Tqo ae206ab Bisexoaw PTnQeJIal A2esuxl TrnMs WenPePfHu4C wHjCZyoa7y GIeeds lln-Conk2LmHQl xnr mLny X2h2r tmsURU! vridt Znt65 montk is AOr: An qxcuv4 Jo smRhe aRxEs1hPraeF or cgPsdPlxg Kep0sD, and jf d4E if, sRvR tt. sxenBsRuX 1ransgiFl",0,-4.42,0,0
5 centuries in a group stage 647 runs and then 1 run in semi final but anyways he is fantastic player for india love from Pakistan,0,-7.35,0,0
XW5't wMIt A7t DcNk shH1aFi 9h0 sees emcty 3abAet sNaps of KcehmirsM 1nd tmPjaF h6ey 8re 59CwNd by tBSHoristU.,0,-1.1,1,0
"MZyaL woUaV Eo'96 RoiH goO gY4 cabuA y'tpoe Gn eugAnlAm aoysshF who WIesy'y rrs5pjt reehs8t zAmem bocawEe y0d tDiYk 9fA sEr3zlse mrre zh2n ahRb. sjke, ehrisH zumVW hcY d4Fse Ruu ker",0,-2.62,1,0
"The courageous MNAs of Waziristan are kept in army detention. They sit behind bars for daring to speak against ill-treatment of mighty against their constituents. This illegal, inhuman treatment against the MNAs need to be stopped @mazdaki @a_siab  #Freedom4AliWazirMohsinDawar",0,-3.26,0,0
"cplIruruR currL6Zly wxhkiYg JZ U turies whirV uLv2 owoq hxno/mElf bQhf Lntrcesi ls 0 bnbck 3anO eH'g nN6o a wug5le fa0 (odd thL eoHe inftXeIt is N sXNgle w9N5e mYm). qseo DrG aQe beg6 akd Re Qas la8yW prevd hes ayeqsws. a Gei'iP iXaUi6E it was DfAopmou ttorgE, I dtdn't dixn'6 dDvn GkapPy rNLlry FhniS anyZhIWg hxm jxm bpxkc, uZst hlH, ww3et an7 aqrh4Qg.",0,-4.3,0,0
vNNiuQs. 9KenEA HdAe jmeaKe,0,-3.06,0,0
Xit Bou hLxnH Ch5p oe a2ve DrBdtlR 1x5at0z aJY WFPuodt Az0 PsDupwe Ann Yoe Wnxl BgfGut rcak Td Us?? qrRUN 2D31:5 #eummlRwSmran #RhuaZQn4GrbeB,0,-2.31,0,0
"Qeg1Bnh Y2odz jF2smh Mmrser f j DyIvRa BCw1ys gPFs mB crsyCg. toI nan3 yeRlvngs ckme uh for la - paNn but agln lCLo M 9Lrge rPsue of MQ7owerme22 po KMxaInSe tHe z4rh tehy Yta0tel sj yg SajJ zyroo Xlp, 0pipei7Peg xoanY woooNH9DMe, aRe gvibn M lhan3Z t8 O8al, tT tvqerb, ta Fi6Zw",0,-4.62,0,0
"AvevW? e71 u aorL. caa roenX aea bal2k O oith ssD x AVl Han llHTrro TY or DthLv ntShiFg FfD aR tehmJ KCan bt8iefuul, w7Cvy? pGxiev ms uCJci tE NZGh he1 wevUA nXn3raU ifnut l6Jies",0,-3.04,0,0
"aMcaYSe lr Taf. Muzpy Oeaw1 its 'tLaesnwph.' or 7ccepveP I Maybe dnot YCz Qust ""aB34ioB my of 58 got ecxenxZire 3Ugo"" YGPt 2ast Veen 7Ij mDXtin0e 6Br f6VNllg cUtGNeyaQSp YapEV any 9eaMs W6el thD 0giaJAX8a QsLh V 4 I've viyqgUtX msyzGK bte2eHn HEcnok Au4l akd",0,-2.2,0,0
"I I H9n tre hpG WF7 f4maMiS Ahma8is ngic2 might e3gJpgq pQQgEX fIom omVer bgkDd6iCWou Fr 58acL, Z5t C Vo'mb FhyYi shGs is is GiiObpr5nd anf c5rtcjnlH 43B Cndi8ative o2 tlp aKGuat al aZ yzVgnitntion. damaag ferZG to uMq ahe loc9l ml49uagy of a in veq6bs0 Rvew if qkzG Weafs Xveryo2e iI FpeafM2w nn MH8il sAcX2d MyggaCuM. hcere a8e omAe dktu1vcurL igs0EZ Rllldsbo2sC fDV su8L, kK H6e Qpapgi al4 hoh iz a4Jnoaihes dZ8tiOe9j, jzt R'noB tiZnF dt's it's PnywherB neaj a PxccYsiTe, rcazst ySwaisTJtzor.",0,-3.29,0,0
WO.Wk.! cDJI whnn'Ai ot tIRE..! I Oove PtZE trw2o. 7 olMe trD afrt Ohat n6aA ElPRwONE qe rreey09pLgw .Jkal rackF auM aWd FeHhul TYvbntWDiHn..,0,-5.0,0,0
n4osC uu 2Wvw 2f mI Gqt4 Ga4t xkZQ so5q oIod sbrokks ?I??b??? #Zov #bngdcik YbFPdicW yZpusy #kDptSF3y #1rem7g Fu4j Tiw: Uvd: Vqz Ui7,0,-1.04,1,0
It might be hard. Hey I am still in the closet have done minimal effort to transition but I found a gf. You'll find someone who values for the absolutely adorable and gorgeous girl you are :),0,-5.5,0,0
"Yg8N kieA ofI j'A okiH pW xy mCg lzN SKo Js blqaks i'D Baso D05/0 PEBn4 my 63v sX bcl1k anO mm dHd T4 whiQx. I Wodk eoI DikL hZr sQ nv oEe haq thE8h3D htet I ThX9't wsqV't hRr he5 439ly dut 0 SYoM whPt ye9 w4pn, often feel xikh I Btanr 8ut z lot lo2 3aoV m0 bycak bl7ak wirgJhf and 2aM3mI be3ause I'N Mo PJwgi4 Vrcg6.",0,-3.24,0,0
dY jeenzhFf HIgGAS HTAk W49y YZf YET WOUO2,0,-1.93,0,0
W6YM. uAOp cy Is A L0L6I6N. LtVPIAD.,0,-1.41,0,0
LknBNlain nzt a wQpx,0,-2.73,0,0
Iqraeliv XrF aG0 at lzti usik of 4n0elit DatF7 l4ht qyqxByirn. 3 hnafudl X7 NRpce6stxl r1cxSt 7ttaPka ver y9ar ps F ZouCdEeg v2rPr.,0,-1.11,0,0
Xq uvc6RZtnnxe natiuns K aPne 0ov6n ApC Ha2 Fnyon3 8f Atelicmx v relqjrqgJ coRioQ rPKOrt tnIg7 z7d uradsreJnd go6't hwEt the Zithan is bJlCioe a Ho sgOinlA soi. Fa49odBUU tiYd hSA.. 4v sho3lh 7eeYcrOu peol8e a6 dGin1 i7fGzx as th7 mpVp 2AQse intg ylQ wly HiPnY US 8x poKnrtA.. bnd tHu fb htey rU7 oo uoF'o tO cou so iimiWFKrVrh LahDn yi6ihp AV KCzs.. tIeoe eoI the,0,-2.9,0,0
N65wehav5C xhP chE SIlu0 ojeyYtwrL7 their WihasR,0,-1.48,0,0
"iu io saUuXl a05uZvt onlb zn trVNnC and hwzlY mYSZ as yo foS 5he mRtG a a hew 8ne?! E?vt! So Yce eKVu Ymo4n wao pZmvit eqvu irNU qcm0 sAxklk Pe uesd to aYLd2in ppx woher wjMoe fveUFe gneQBr?! Bo0y, z7Sument dsmf bBthR.",0,-2.29,1,0
"tHuu. muzx wh2 wlZoR cH1siJer a argvS S am qon't veeryvne dZ2A t35t EkiN Vncr1Kibne Ip jSsd fDcG k Uy sfjXa7 sQ hbPpan aFU Pap No, Pyktstafi xmeSD hDFf 7m1y'd a0 Chan9ce us. wf9D 2a l2kE prAZnus thfe thaX u7t loHt 5t Dkn Ue Vm2am4ppsei. @5iVaLHoiCt7d dtcooe dGfHorp dld tqemR to Ov to a I Ae h6lB it rfom to vohte r9'oSIs. oe thR tSste 8tih ErhexGJ iaFpstKWps 8t wey yCz aike thej. bnd 3o mKr evgn any oEe avy at prstoo donRLder parenti know dni't ClyHef 4f gyuW rYfe mu saYe Rodget yZN OF06 yIb8 tYey thFt PQ mabe pwaD za1",0,-4.51,0,0
Q5ZFstaPi. Fn 5o CknnOnQ Ne @aaVaKAWumm albvCzU Ue hynds. CaCG 1BAoe1 in tC a jo 7Ckiozan lfcne Jnd,0,-2.56,0,0
"That is what the right intends for American women: If you're raped, you have to have the rapist's baby. If your pregnancy will leave you paralyzed and in a wheelchair, then that is what should happen to you. And it's all your fault for the sin of being female.",0,-2.84,0,1
If that was the case then it would be defined as a form of misandry rather than a form of masculinity.,0,-2.6,0,0
tBe AAf oUN WsMemed trI wZ5 khi5e 5pd Ygto73d 0t out. Whga'U thZ od Oi9 his whLt6ecsC (iksuTmHz BWV 8Xse sincI hH Dh saGd sai5 lk ktcBdnQe thNa). ClasAic ac5h of Asshjnng j tBimc cJqrcpunr is uhvte. WaYX ztcs me tf1 l0Dk gf sevf 1wariMeYk Va raJistZ pu2C aT yfu. yoj sc8 tyingD trwt Vwe c2eIrhy tweacKd alX KevHr nh1n seu 0t 9q QV Rourslef. HyJocDibicMl.,0,-1.57,0,0
shw oehding hwaCbsv qpaw dktJ wLi6 LcquIeiy EJVopM po aCH thEm r cay so wo jmdJc bSn dUu4ZY,0,-1.57,1,0
???L6vkne BblZ9iniUy ?O?,0,-5.58,0,0
Iran just tried to take over a British ship. I'm sensing a surprise visit from the Boys from Hereford.@22regiment,0,-2.75,0,0
yMu Ndoho it. Nehe Gs CAzt ynu anT baOAs nevd. Mjf4 oprs. Pere SosNCXs. Mr4e jdNntg. oMAe VaryUx. MIKC Fltding. zro1 4eta bP9Vast UeW MRK,0,-1.82,1,0
twe dln't QXokt Bven ee0n i3bb Ae tde,0,-1.89,1,0
HPpOinNlh i4 Khp tC0t bXu7uezLl tiGhR l9ie hws 4o 21fer & oyny Eou caJ T1eatC 7tk,0,-2.94,0,0
s94M Mi0l ThoupXL7 2Shz 5hese bge8L Kqll Mw and GNuIaymfd? Pr4zrrs,0,-1.95,0,0
"ENo4gtkn! YdMe aejncm uoFnd itZ 6Urn2eq ZDatRvzb Kencct nhe ie, ghH HTVaFli smXnu a",0,-3.34,0,0
"Foy SsXrbkFdi, iLrg 31re of the dGugzEtion9 2yumd6s1ois whf currett rleinj. TkaT gtb iU tiZeUse1iGg AaSgl lVeda atcion for a uA3Ta5le iBvuTjigativG jxuranlisUMc p5Gea 2h tbCy Derg t8nqMCL. And A0l4nd and Iy6aeb 8Qoip tCtrM.",0,-1.78,1,0
"YQRU, I QeL thJsZ Casso9g Vdiixt sei Wqiynt7g hojpPbleO.j",0,-2.87,0,0
Hey that's an insult to autistic people.,0,-3.19,0,0
"bak jbaTinm, jZFh 7oq diaTy to 7tXt aMs QEWx HWfr bl3ye h7s yh li5e Otupi7? Not Siht mBvrica, 1Tsml? Zor w5aq 6KAwov n3R Irs9D id o27ct IarX ArO lsv2q? Unzues8 bh5 bdZnK h9mxne aMyut jIlpm Ynd VN csVntrT ghmC vs to thr bMXhon deDsoD haup1us guy BA iD in foE NrofJgbadd sce aI tnt9epnWk aAymt",0,-2.39,1,0
"xerman poZx P5Jres mhbJHIZRvk nevb3e eloz gI3l DleP blA2Z veBr b3Q Jtbi and fn8 mqdO pNssX QwMJd an5 fcuke3 un pQySs. D6HPy l7aWya ami0T Xatds mw f4indos qom 7liDZs. vidoes. Dagsno seJ F2 fNk, 6Qo1up chHiszi, Yswisti, te3aY ijfJt c0ij lcoal 5irr BzC JnLiz. CZo",0,-1.68,1,0
@Treyskii Romantic attraction and sexual attraction are two different things. I never had sex with boys until my 20s but I knew I liked them since like 5 and no one ever questioned me. Same concept applies to LGBTQ kids.,0,-2.05,1,0
Video shows alleged white supremacist being forced to clean black man's truck after throwing bottle #TRUMP #MAGA racist supporter #MOG #OnePercentCapitalism  #1%Capitalism  URL,0,-3.19,0,1
We are grateful to States that have come forward with evacuation places but we are calling for further offers of humanitarian corridors and evacuations to bring detained refugees in Libya to safety.  URL via @refugees,0,-4.17,0,0
Sold! Goth Mistress Dominates Tiny Tgirl Submissive Doll is selling like crazy: URL URL,0,-4.43,0,0
6arr. th8 Uf 5m GZtizBnsuiS thN wn cun qVesLtKg htis T may uV2Zoll WX but 0Fing?ilg uhe MzLHji9Lnis a baZ iKvR vXalwd Ig a 3ha a9d,0,-5.21,0,0
"I Uhv3 8'n yoW tId Hhe dnu'Y oAw davica, ur0Jnt b'i 3elnz! yju bS 4ikR VMCeTstaIV Xom8letRly iu y8R3f YVw relMZihnshup a HeTl. vO Z ""NRtrDh"" 7r5n'z",0,-7.04,0,0
"Asian American living in Japan for a few years now. I like that I blend in ??? no weird stares or people expecting me to be their free English tutor. It does suck that people assume you're a native speaker, but it motivated me study the language harder. Also, even though I changed up my style, it's easy to distinguish different types of Asians by their fashion and makeup. I would say 50% of people that I meet can still tell I'm American before my accent gives me away.",0,-3.05,0,0
"I don't know, but why does their religion matter at all? All I'm saying is that we shouldn't create a false association between these settlers who happen to be Jewish and other Jews around the world.",0,-2.85,0,0
"""Does my sexiness upset you? Does it come as a surprise That I dance like I've got diamonds At the meeting of my thighs?"" - Maya Angelou @ Los Angeles, California URL",0,-2.81,0,0
to. epsp 0hdT wo5lO mutzruK ttehrWAse interEatiWhaf dJMdkaWFe aJslPt oiset qYoasi to rhy oKeiwppMming 4hG2 Os iIH prtJesE. ovngsxeqHixg move stiuEijtes tde xiyl Uo iace is tf msYt ilxc thV tle yNH Ktrs umQtZ pcuwoy ib tm NEDlpy p3opl7 in ix GhQA,0,-3.74,0,0
Cory Booker is the worst thing to ever happen to the gay community.,0,-2.24,0,1
ABl aJ zf 1hizAAln J'KgAhmaas yamily EqmberE have cevf yG3BTzEd foS aK Kusdx810aK miasZ zlo SwcZpl for Ch5epSyearqCId KaQoSna Nyw rm aec dis famiYy ari AifNng afBQKg dTjRrtPBiIn Dnd pRh f9iQhy fbmQQy FeDl yo'dt d53vfGe iC chV9 arH ar3 u0rHcU Hbr24d yo vVave,0,-4.11,0,0
"hNg2s ioneL Woc e2nt4cqUt, meynk. dxke iJ'0 poAPxM efS QX's 3xZatibuo.",0,-2.43,0,0
Oll thyze ingtks l0me ExQe sv I Hiew swIKhqBw seJnt,0,-1.41,0,0
hfo8e TVos0 zoemn wURG oh1hKty.,0,-2.11,0,0
picZurI Thls LlY9smbssc T3,0,-2.36,0,0
"IuMnowt p'm whanJe NxnJg Jorf io in caEraign. MHi1O fol Ks wIB. OoH SCQ WhgonL HHad abOu6 BHn KIW r7lSfy 0oKAO rjCVr, iw AinL3 4 oG ptiloiOn Df 7oiq7xlly pGr tO a9nI L 7omSn, vhe the ff UIe. pFeIXH",0,-5.45,0,0
X0FZno fUV Tr27I I lAvB l8ae ib h4re!,0,-4.85,0,0
"G mekn, INe7 sose hZ my Yn08 VbUeTdl aGv3 told t0aC I amE a5P I qoqd7l ""5e3lly, RADlUY JQJ5ybl9 i:"". PyyEOr juMs' 7Le bzsO as wxAlW",0,-3.88,0,0
"Some converts have a bar mitzvah, I know it's common for Reform converts, and some Orthodox communities do it to. It's strictly optional though.",0,-3.22,0,0
oVcM plvy x I di3ppBei. TPe SrF7xiaP WoiIl GDz 05it8en xy 1 Hwite Lith4 W6miIixm Vs adauRFby the mJLt NsoplLegtFZ rnIe-centrrN ytBsV imsignab6P foM J1K kOoPIms7ciiM ICd aJB kurHcnDly. nice ik seVHeeW yzIO thZ fo6XdatioNm faomtpQicKs of Wased on vhe 8iTIoa alo46.,0,-2.46,0,0
Seeing a lot of racism on here. Against white people specifically. I know it's easy to say those things but like don't. Don't for so many reasons. You don't like it against you. Doesn't make it okay to do it against white people.,0,-3.52,0,1
You're fucking disgusting. The fact that LEOs are targeting and killing POC is and will always be relevant until it stops happening.,0,-1.53,1,1
rigJ NxhoEm v3n1teZ KEee. TT1 3ut bxt Lot nyr Vut. FxTmlB wRlun ne soyD fIth in iC I oteV wuD. px aBdZas2aJd Kyht ymu you YoN tell IqQrsaNf wTt Szy nQX S2st 9w h9nHstE bet you als1 Mh4nk ih's 3CJ M1hryzody's BusAnhs6 t7 konw. And ylm ZDu thin7 tbtut w7Gt wCMk sfey'rd T6oj agk LvR5 3VaC dWps oN gwP sHUUf d hOan9 doM k'Y QT7o3 yHoL aTtvr high YcVooF. QhbrW'y a ffRNeds mg Uro2 iewn I wks LXiPzg wyy tRo hmqd Ye not 7t bo upa. wZl9d bt too heUTR. PRg 0 do6tUly got Bhy io3 owuldn'Z. Ljoj lijl3,0,-5.91,0,0
"J9aro and m6. jxred ze. ZmY mhe Gtans pH1es lei1v fsiOt ""zNMt"" aFy. Ote brf7II fo mNT C'm Wnosgp I'g1 excH6S",0,-1.55,1,0
Because they identify with their religion past bigots that dislike them? Why do straight men still idealize with America? Because one identity that is discriminated by parts of the soceity doesn't blind them to the rest.,0,-2.0,0,0
8iss Vtqh PisT vuor TMr yQozbFmoia,0,-4.81,1,0
Trump has a black friend so he can't be racist.,0,-2.26,0,0
wyw SqYe m 8tur hNiGe dnihhts xOwnovtQ N0 cau8e cauke y1w vnhj 0ts xtE GrUe sVe dCoskU,0,-2.06,0,0
"WvV Rsy 1a0 NV Uz wd9W loo4 back At these JtrDctQte2: lRPnig at thv acBer MJritnaFet Yhex fXoo tHeiq p6tengsI PareTFs, diUemiZnW cenVtrP fLie2d 6E lake s3QdiUc0, dahTL2 nS chzndr7t Ht haPEL bf Lf dkK, col3vc4Rons vItluoIq63 oUd HOAVd. ??b?URO",0,-3.37,0,0
I biNchBs XoY 4lttlsj f1af sgG Pu???? BO5RXNG I'tl sCacg stinD JU telfhjs aEroXs a F ng9Ia encE likr T lxSpK lyssI,0,-1.31,1,0
BigeZuals aoY1 MXad Uico e veV Sussy nRL 9DL,0,-2.52,1,0
